airline,confirmedDate,destination,forwarderCode,origin,status,tenant
XX,06.07.2019,NRT,FFF,EWR,CONFIRMED,XX
XX,06.07.2019,BRU,FFF,AGT,CONFIRMED,XX
XX,06.07.2019,CEB,FFF,LAX,CONFIRMED,XX
XX,06.07.2019,PEW,FFF,VCP,CONFIRMED,XX
XX,06.03.2020,BAH,FFF,KWI,CONFIRMED,XX
XX,06.07.2019,CCJ,FFF,HKT,CONFIRMED,XX
XX,06.07.2019,TUN,FFF,ATH,CONFIRMED,XX
XX,06.07.2019,NGO,FFF,CCJ,CONFIRMED,XX
XX,06.07.2019,DWC,FFF,HAN,CONFIRMED,XX
XX,06.07.2019,HAM,FFF,CMB,CONFIRMED,XX
XX,06.07.2019,CCJ,FFF,HND,CONFIRMED,XX
XX,06.07.2019,LUN,FFF,AKL,CONFIRMED,XX
XX,06.07.2019,DSS,FFF,TRV,CONFIRMED,XX
XX,06.07.2019,MUX,FFF,JNB,CONFIRMED,XX
XX,06.07.2019,HKT,FFF,LOS,CONFIRMED,XX
XX,14.02.2020,OSL,FFF,IAH,CONFIRMED,XX
XX,06.07.2019,PRG,FFF,LIS,CONFIRMED,XX
XX,22.07.2019,CMN,FFF,KUL,CONFIRMED,XX
XX,06.07.2019,PEK,FFF,ATL,CONFIRMED,XX
XX,06.07.2019,PEW,FFF,IKA,CONFIRMED,XX
XX,06.07.2019,JNB,FFF,ARN,CONFIRMED,XX
XX,06.07.2019,TRV,FFF,ALG,CONFIRMED,XX
XX,06.07.2019,PEK,FFF,VCE,CONFIRMED,XX
XX,06.07.2019,LUN,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,ZAZ,FFF,LAD,CONFIRMED,XX
XX,06.07.2019,CRK,FFF,AMD,CONFIRMED,XX
XX,06.07.2019,TRV,FFF,IAD,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,DAR,CONFIRMED,XX
XX,06.07.2019,KWI,FFF,PEK,CONFIRMED,XX
XX,06.07.2019,ISB,FFF,WAW,CONFIRMED,XX
XX,06.07.2019,ZAZ,FFF,BLQ,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,DMM,CONFIRMED,XX
XX,06.07.2019,SEA,FFF,RGN,CONFIRMED,XX
XX,06.07.2019,IKA,FFF,OPO,CONFIRMED,XX
XX,06.07.2019,UIO,FFF,CEB,CONFIRMED,XX
XX,06.07.2019,CCU,FFF,LCK,CONFIRMED,XX
XX,06.07.2019,LYS,FFF,KIX,CONFIRMED,XX
XX,07.07.2019,GOT,FFF,KHI,CONFIRMED,XX
XX,06.07.2019,MNL,FFF,SKT,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,NCL,CONFIRMED,XX
XX,14.11.2019,AGT,FFF,KRT,CONFIRMED,XX
XX,20.03.2020,NRT,FFF,DFW,CONFIRMED,XX
XX,06.07.2019,ABV,FFF,STN,CONFIRMED,XX
XX,06.07.2019,MHD,FFF,MUX,CONFIRMED,XX
XX,06.07.2019,CMB,FFF,LHR,CONFIRMED,XX
XX,06.07.2019,MHD,FFF,EZE,CONFIRMED,XX
XX,20.03.2020,DFW,FFF,BSR,CONFIRMED,XX
XX,06.07.2019,MAA,FFF,SEA,CONFIRMED,XX
XX,06.07.2019,BNE,FFF,ATL,CONFIRMED,XX
XX,06.07.2019,MAN,FFF,VCP,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,COK,CONFIRMED,XX
XX,06.07.2019,NCE,FFF,JED,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,LLW,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,LIS,CONFIRMED,XX
XX,06.07.2019,BRU,FFF,IAH,CONFIRMED,XX
XX,12.12.2019,HND,FFF,SYD,CONFIRMED,XX
XX,06.07.2019,MNL,FFF,AKL,CONFIRMED,XX
XX,06.07.2019,LHE,FFF,BRU,CONFIRMED,XX
XX,06.07.2019,DSS,FFF,COK,CONFIRMED,XX
XX,28.07.2019,FRA,FFF,KBP,CONFIRMED,XX
XX,06.07.2019,LHE,FFF,VCP,CONFIRMED,XX
XX,14.11.2019,MLA,FFF,KRT,CONFIRMED,XX
XX,06.07.2019,JNB,FFF,EWR,CONFIRMED,XX
XX,06.07.2019,MRU,FFF,HKG,CONFIRMED,XX
XX,06.07.2019,LLW,FFF,JED,CONFIRMED,XX
XX,06.07.2019,CDG,FFF,DEL,CONFIRMED,XX
XX,06.07.2019,BUD,FFF,AUH,CONFIRMED,XX
XX,14.11.2019,BSR,FFF,CGP,CONFIRMED,XX
XX,14.11.2019,DAC,FFF,DWC,CONFIRMED,XX
XX,10.01.2020,CPT,FFF,LNZ,CONFIRMED,XX
XX,06.07.2019,BNE,FFF,COK,CONFIRMED,XX
XX,06.07.2019,HAM,FFF,EWR,CONFIRMED,XX
XX,06.07.2019,MUC,FFF,DUR,CONFIRMED,XX
XX,29.07.2019,AUH,FFF,MEL,CONFIRMED,XX
XX,06.07.2019,CRK,FFF,FLL,CONFIRMED,XX
XX,06.07.2019,FCO,FFF,BLL,CONFIRMED,XX
XX,06.07.2019,WAW,FFF,ACC,CONFIRMED,XX
XX,06.07.2019,SCL,FFF,TRV,CONFIRMED,XX
XX,06.07.2019,LCK,FFF,PRG,CONFIRMED,XX
XX,06.07.2019,DMM,FFF,BLR,CONFIRMED,XX
XX,06.07.2019,NBO,FFF,UIO,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,HAM,CONFIRMED,XX
XX,06.07.2019,HEL,FFF,CGK,CONFIRMED,XX
XX,06.07.2019,PVG,FFF,EBB,CONFIRMED,XX
XX,06.07.2019,ATL,FFF,MAA,CONFIRMED,XX
XX,16.01.2020,CPH,FFF,ZRH,CONFIRMED,XX
XX,06.07.2019,RGN,FFF,SGN,CONFIRMED,XX
XX,06.07.2019,HEL,FFF,ABJ,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,CRK,CONFIRMED,XX
XX,06.07.2019,MAN,FFF,IST,CONFIRMED,XX
XX,14.11.2019,DMM,FFF,CPH,CONFIRMED,XX
XX,25.10.2019,JFK,FFF,ADL,CONFIRMED,XX
XX,06.07.2019,PVG,FFF,TUN,CONFIRMED,XX
XX,06.07.2019,CRK,FFF,EBL,CONFIRMED,XX
XX,16.03.2020,MAD,FFF,KBP,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,MED,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,DWC,CONFIRMED,XX
XX,06.07.2019,HAN,FFF,PNH,CONFIRMED,XX
XX,14.02.2020,OSL,FFF,OUA,CONFIRMED,XX
XX,06.07.2019,MCT,FFF,BOS,CONFIRMED,XX
XX,06.07.2019,LOS,FFF,BLQ,CONFIRMED,XX
XX,06.07.2019,GIG,FFF,NRT,CONFIRMED,XX
XX,10.01.2020,PER,FFF,LNZ,CONFIRMED,XX
XX,06.07.2019,DWC,FFF,MAA,CONFIRMED,XX
XX,06.07.2019,CRK,FFF,CGO,CONFIRMED,XX
XX,06.07.2019,IAH,FFF,LLW,CONFIRMED,XX
XX,06.07.2019,SAW,FFF,CCU,CONFIRMED,XX
XX,06.07.2019,GIG,FFF,EZE,CONFIRMED,XX
XX,06.07.2019,SCL,FFF,ATH,CONFIRMED,XX
XX,25.10.2019,YYZ,FFF,KHI,CONFIRMED,XX
XX,20.03.2020,BLL,FFF,DFW,CONFIRMED,XX
XX,04.03.2020,BOM,FFF,PEN,CONFIRMED,XX
XX,16.03.2020,MAD,FFF,EBL,CONFIRMED,XX
XX,25.10.2019,COK,FFF,DUB,CONFIRMED,XX
XX,06.07.2019,GLA,FFF,EWR,CONFIRMED,XX
XX,06.07.2019,FCO,FFF,MCO,CONFIRMED,XX
XX,06.07.2019,DSS,FFF,OUA,CONFIRMED,XX
XX,10.01.2020,LNZ,FFF,MCT,CONFIRMED,XX
XX,06.07.2019,CJB,FFF,ABJ,CONFIRMED,XX
XX,06.07.2019,NCE,FFF,AMM,CONFIRMED,XX
XX,06.07.2019,MXP,FFF,LED,CONFIRMED,XX
XX,06.07.2019,CGO,FFF,BOS,CONFIRMED,XX
XX,06.03.2020,CRK,FFF,BAH,CONFIRMED,XX
XX,06.07.2019,MEX,FFF,HAM,CONFIRMED,XX
XX,23.01.2020,AMD,FFF,DME,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,DEL,CONFIRMED,XX
XX,06.07.2019,WAW,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,MRU,FFF,EDI,CONFIRMED,XX
XX,06.07.2019,KUL,FFF,DOH,CONFIRMED,XX
XX,06.07.2019,OUA,FFF,LAD,CONFIRMED,XX
XX,06.07.2019,BOS,FFF,BNE,CONFIRMED,XX
XX,06.07.2019,ALG,FFF,CHC,CONFIRMED,XX
XX,06.07.2019,SCL,FFF,KHI,CONFIRMED,XX
XX,06.07.2019,PRG,FFF,BLL,CONFIRMED,XX
XX,06.07.2019,CAN,FFF,EBB,CONFIRMED,XX
XX,06.07.2019,LIS,FFF,TPE,CONFIRMED,XX
XX,06.07.2019,HAM,FFF,LLW,CONFIRMED,XX
XX,06.07.2019,BOS,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,CJB,FFF,DAR,CONFIRMED,XX
XX,14.11.2019,PER,FFF,CGP,CONFIRMED,XX
XX,06.07.2019,MLE,FFF,ISB,CONFIRMED,XX
XX,06.07.2019,IKA,FFF,SIN,CONFIRMED,XX
XX,06.07.2019,BLL,FFF,DPS,CONFIRMED,XX
XX,06.07.2019,LHE,FFF,ZAZ,CONFIRMED,XX
XX,06.07.2019,CDG,FFF,ISB,CONFIRMED,XX
XX,06.07.2019,GIG,FFF,MST,CONFIRMED,XX
XX,06.07.2019,BGW,FFF,SIN,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,BSL,CONFIRMED,XX
XX,06.07.2019,ARN,FFF,LYS,CONFIRMED,XX
XX,06.07.2019,BSR,FFF,HKT,CONFIRMED,XX
XX,06.07.2019,CGK,FFF,BLR,CONFIRMED,XX
XX,06.07.2019,WAW,FFF,HKG,CONFIRMED,XX
XX,06.07.2019,BNE,FFF,EBL,CONFIRMED,XX
XX,06.07.2019,MUC,FFF,MNL,CONFIRMED,XX
XX,06.07.2019,LGW,FFF,NGO,CONFIRMED,XX
XX,06.07.2019,TUN,FFF,SFO,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,ADD,CONFIRMED,XX
XX,06.07.2019,IAH,FFF,MUC,CONFIRMED,XX
XX,06.07.2019,JED,FFF,NCL,CONFIRMED,XX
XX,06.07.2019,AUH,FFF,CPT,CONFIRMED,XX
XX,06.07.2019,ZAZ,FFF,LCK,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,CJB,CONFIRMED,XX
XX,06.07.2019,SKT,FFF,AKL,CONFIRMED,XX
XX,06.07.2019,EDI,FFF,DOH,CONFIRMED,XX
XX,06.07.2019,WAW,FFF,EBB,CONFIRMED,XX
XX,06.07.2019,ATH,FFF,UIO,CONFIRMED,XX
XX,06.07.2019,BSL,FFF,CRK,CONFIRMED,XX
XX,06.07.2019,DXB,FFF,ADL,CONFIRMED,XX
XX,29.07.2019,DMM,FFF,MEL,CONFIRMED,XX
XX,06.07.2019,CMB,FFF,STN,CONFIRMED,XX
XX,06.07.2019,DEL,FFF,HAM,CONFIRMED,XX
XX,06.07.2019,CMB,FFF,ALG,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,PER,CONFIRMED,XX
XX,06.07.2019,CCJ,FFF,PRG,CONFIRMED,XX
XX,06.07.2019,KBP,FFF,NBO,CONFIRMED,XX
XX,06.07.2019,SAW,FFF,LUN,CONFIRMED,XX
XX,06.07.2019,LIS,FFF,EDI,CONFIRMED,XX
XX,06.07.2019,BHX,FFF,NBO,CONFIRMED,XX
XX,06.07.2019,IAH,FFF,BUD,CONFIRMED,XX
XX,06.07.2019,BSR,FFF,SCL,CONFIRMED,XX
XX,06.07.2019,BUD,FFF,ISB,CONFIRMED,XX
XX,06.07.2019,KUL,FFF,PEW,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,BLR,CONFIRMED,XX
XX,04.03.2020,LHR,FFF,PEN,CONFIRMED,XX
XX,06.07.2019,AUH,FFF,NCE,CONFIRMED,XX
XX,06.03.2020,KAN,FFF,BAH,CONFIRMED,XX
XX,06.07.2019,VIE,FFF,AMM,CONFIRMED,XX
XX,06.07.2019,LCK,FFF,BUD,CONFIRMED,XX
XX,06.07.2019,ATL,FFF,MST,CONFIRMED,XX
XX,06.07.2019,DUS,FFF,LED,CONFIRMED,XX
XX,06.07.2019,LGW,FFF,KAN,CONFIRMED,XX
XX,06.07.2019,NGO,FFF,ADD,CONFIRMED,XX
XX,25.10.2019,JFK,FFF,VCP,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,MNL,CONFIRMED,XX
XX,06.07.2019,CHC,FFF,BOM,CONFIRMED,XX
XX,06.07.2019,CRK,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,PER,CONFIRMED,XX
XX,06.07.2019,MAN,FFF,LAX,CONFIRMED,XX
XX,06.07.2019,AMD,FFF,ZAZ,CONFIRMED,XX
XX,16.01.2020,PER,FFF,ZRH,CONFIRMED,XX
XX,06.07.2019,SFO,FFF,CKY,CONFIRMED,XX
XX,06.07.2019,LAX,FFF,CJB,CONFIRMED,XX
XX,06.07.2019,MCO,FFF,SIN,CONFIRMED,XX
XX,06.07.2019,FCO,FFF,CCJ,CONFIRMED,XX
XX,06.07.2019,NGO,FFF,SFO,CONFIRMED,XX
XX,14.11.2019,JIB,FFF,CGP,CONFIRMED,XX
XX,06.07.2019,VIE,FFF,VCP,CONFIRMED,XX
XX,12.12.2019,SYD,FFF,JFK,CONFIRMED,XX
XX,06.07.2019,KBP,FFF,HKT,CONFIRMED,XX
XX,06.07.2019,LCK,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,JNB,FFF,KWI,CONFIRMED,XX
XX,06.07.2019,OPO,FFF,KHI,CONFIRMED,XX
XX,06.07.2019,CAN,FFF,DOH,CONFIRMED,XX
XX,25.02.2020,ISB,FFF,SZG,CONFIRMED,XX
XX,06.07.2019,EBB,FFF,DPS,CONFIRMED,XX
XX,22.07.2019,CMN,FFF,ATL,CONFIRMED,XX
XX,06.07.2019,INC,FFF,ABV,CONFIRMED,XX
XX,06.07.2019,LLW,FFF,GIG,CONFIRMED,XX
XX,06.07.2019,MAN,FFF,LAD,CONFIRMED,XX
XX,06.07.2019,MRU,FFF,BHX,CONFIRMED,XX
XX,06.07.2019,TPE,FFF,IKA,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,ABV,CONFIRMED,XX
XX,06.07.2019,KAN,FFF,KWI,CONFIRMED,XX
XX,06.07.2019,ALG,FFF,SHJ,CONFIRMED,XX
XX,06.07.2019,LGW,FFF,PVG,CONFIRMED,XX
XX,20.03.2020,DFW,FFF,ZRH,CONFIRMED,XX
XX,06.03.2020,BAH,FFF,DAC,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,AKL,CONFIRMED,XX
XX,06.07.2019,DPS,FFF,HKG,CONFIRMED,XX
XX,06.03.2020,BAH,FFF,ADL,CONFIRMED,XX
XX,06.07.2019,BEY,FFF,SHJ,CONFIRMED,XX
XX,25.02.2020,SZG,FFF,PRG,CONFIRMED,XX
XX,22.09.2019,AMS,FFF,DUR,CONFIRMED,XX
XX,06.07.2019,JIB,FFF,GVA,CONFIRMED,XX
XX,06.07.2019,HYD,FFF,BEY,CONFIRMED,XX
XX,06.07.2019,MCT,FFF,CKY,CONFIRMED,XX
XX,06.07.2019,TRV,FFF,CGO,CONFIRMED,XX
XX,06.07.2019,SAW,FFF,CAI,CONFIRMED,XX
XX,06.07.2019,LGW,FFF,HRE,CONFIRMED,XX
XX,12.12.2019,RUH,FFF,OPO,CONFIRMED,XX
XX,06.07.2019,BLR,FFF,HAN,CONFIRMED,XX
XX,12.12.2019,MLA,FFF,RUH,CONFIRMED,XX
XX,14.02.2020,OSL,FFF,MLA,CONFIRMED,XX
XX,20.03.2020,DFW,FFF,FRA,CONFIRMED,XX
XX,22.09.2019,PRG,FFF,AMS,CONFIRMED,XX
XX,06.07.2019,BSL,FFF,BLL,CONFIRMED,XX
XX,06.07.2019,MUC,FFF,BOM,CONFIRMED,XX
XX,06.07.2019,CPT,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,SGN,FFF,LOS,CONFIRMED,XX
XX,06.07.2019,LCA,FFF,ABV,CONFIRMED,XX
XX,06.07.2019,PNH,FFF,VCE,CONFIRMED,XX
XX,30.10.2019,ORD,FFF,CRK,CONFIRMED,XX
XX,06.07.2019,DXB,FFF,LED,CONFIRMED,XX
XX,06.07.2019,EBB,FFF,VCE,CONFIRMED,XX
XX,07.07.2019,GOT,FFF,HKT,CONFIRMED,XX
XX,06.07.2019,GVA,FFF,PVG,CONFIRMED,XX
XX,25.10.2019,KUL,FFF,YYZ,CONFIRMED,XX
XX,14.11.2019,CGP,FFF,MCO,CONFIRMED,XX
XX,06.07.2019,KHI,FFF,KWI,CONFIRMED,XX
XX,06.07.2019,VIE,FFF,KUL,CONFIRMED,XX
XX,06.07.2019,GIG,FFF,FLL,CONFIRMED,XX
XX,28.07.2019,FCO,FFF,FRA,CONFIRMED,XX
XX,06.07.2019,HEL,FFF,ZAG,CONFIRMED,XX
XX,06.07.2019,CKY,FFF,PER,CONFIRMED,XX
XX,06.07.2019,DOH,FFF,FLL,CONFIRMED,XX
XX,22.07.2019,DMM,FFF,CMN,CONFIRMED,XX
XX,06.07.2019,PER,FFF,ACC,CONFIRMED,XX
XX,06.07.2019,KHI,FFF,LED,CONFIRMED,XX
XX,06.07.2019,AMM,FFF,AUH,CONFIRMED,XX
XX,06.07.2019,KUL,FFF,ABV,CONFIRMED,XX
XX,06.07.2019,VCE,FFF,IKA,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,HAM,CONFIRMED,XX
XX,14.11.2019,LHR,FFF,KRT,CONFIRMED,XX
XX,14.11.2019,KRT,FFF,JED,CONFIRMED,XX
XX,10.01.2020,VCE,FFF,GRZ,CONFIRMED,XX
XX,30.10.2019,DSS,FFF,ORD,CONFIRMED,XX
XX,06.07.2019,CDG,FFF,ZAZ,CONFIRMED,XX
XX,06.03.2020,DEL,FFF,BAH,CONFIRMED,XX
XX,07.07.2019,ADL,FFF,GOT,CONFIRMED,XX
XX,06.07.2019,PVG,FFF,MED,CONFIRMED,XX
XX,25.10.2019,GOT,FFF,DUB,CONFIRMED,XX
XX,20.03.2020,DFW,FFF,MUX,CONFIRMED,XX
XX,06.07.2019,ATH,FFF,CAI,CONFIRMED,XX
XX,30.10.2019,ORD,FFF,CAI,CONFIRMED,XX
XX,06.07.2019,ADD,FFF,CGO,CONFIRMED,XX
XX,22.07.2019,CMN,FFF,ALG,CONFIRMED,XX
XX,06.07.2019,NCL,FFF,NCE,CONFIRMED,XX
XX,06.07.2019,EDI,FFF,FCO,CONFIRMED,XX
XX,06.07.2019,MCO,FFF,EZE,CONFIRMED,XX
XX,12.12.2019,RUH,FFF,BHX,CONFIRMED,XX
XX,06.07.2019,AGT,FFF,HKG,CONFIRMED,XX
XX,06.07.2019,MNL,FFF,KUL,CONFIRMED,XX
XX,14.02.2020,GRU,FFF,OSL,CONFIRMED,XX
XX,14.11.2019,CGP,FFF,DWC,CONFIRMED,XX
XX,06.07.2019,CAI,FFF,NCE,CONFIRMED,XX
XX,06.07.2019,ATL,FFF,BOM,CONFIRMED,XX
XX,12.12.2019,DEL,FFF,RUH,CONFIRMED,XX
XX,06.07.2019,ZAG,FFF,PVG,CONFIRMED,XX
XX,06.07.2019,BLR,FFF,CPT,CONFIRMED,XX
XX,06.07.2019,GLA,FFF,UIO,CONFIRMED,XX
XX,29.07.2019,MEL,FFF,MCO,CONFIRMED,XX
XX,06.03.2020,BAH,FFF,BSR,CONFIRMED,XX
XX,06.07.2019,LIS,FFF,CGO,CONFIRMED,XX
XX,10.01.2020,LNZ,FFF,BUD,CONFIRMED,XX
XX,06.07.2019,SGN,FFF,DSS,CONFIRMED,XX
XX,06.07.2019,ALG,FFF,UIO,CONFIRMED,XX
XX,14.11.2019,KRT,FFF,MLA,CONFIRMED,XX
XX,06.07.2019,STN,FFF,BGW,CONFIRMED,XX
XX,06.07.2019,IKA,FFF,DMM,CONFIRMED,XX
XX,06.07.2019,PRG,FFF,JED,CONFIRMED,XX
XX,16.01.2020,ZRH,FFF,JNB,CONFIRMED,XX
XX,06.07.2019,DEL,FFF,AGT,CONFIRMED,XX
XX,06.07.2019,AMM,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,ATL,FFF,CMB,CONFIRMED,XX
XX,06.07.2019,DMM,FFF,OPO,CONFIRMED,XX
XX,14.11.2019,DAC,FFF,HKG,CONFIRMED,XX
XX,06.07.2019,DUS,FFF,NRT,CONFIRMED,XX
XX,22.09.2019,AMS,FFF,DEL,CONFIRMED,XX
XX,06.07.2019,TUN,FFF,MEX,CONFIRMED,XX
XX,06.07.2019,CMB,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,CPT,FFF,CMB,CONFIRMED,XX
XX,06.07.2019,STN,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,LCA,FFF,DXB,CONFIRMED,XX
XX,06.03.2020,IKA,FFF,BAH,CONFIRMED,XX
XX,06.07.2019,CKY,FFF,FCO,CONFIRMED,XX
XX,14.11.2019,CGP,FFF,LAD,CONFIRMED,XX
XX,06.07.2019,PNH,FFF,MLA,CONFIRMED,XX
XX,06.07.2019,SFO,FFF,STN,CONFIRMED,XX
XX,06.07.2019,ABJ,FFF,CKY,CONFIRMED,XX
XX,06.07.2019,JIB,FFF,BCN,CONFIRMED,XX
XX,25.10.2019,GVA,FFF,DUB,CONFIRMED,XX
XX,06.07.2019,BGW,FFF,FLL,CONFIRMED,XX
XX,06.07.2019,VCE,FFF,BSL,CONFIRMED,XX
XX,06.07.2019,DAR,FFF,UIO,CONFIRMED,XX
XX,10.01.2020,AKL,FFF,GRZ,CONFIRMED,XX
XX,06.07.2019,DAR,FFF,BSL,CONFIRMED,XX
XX,06.07.2019,ADL,FFF,ZAG,CONFIRMED,XX
XX,06.03.2020,INC,FFF,BAH,CONFIRMED,XX
XX,06.07.2019,PEK,FFF,COK,CONFIRMED,XX
XX,06.07.2019,DXB,FFF,MXP,CONFIRMED,XX
XX,06.07.2019,CHC,FFF,ICN,CONFIRMED,XX
XX,06.07.2019,STN,FFF,CPT,CONFIRMED,XX
XX,06.07.2019,BLQ,FFF,GVA,CONFIRMED,XX
XX,06.07.2019,ZAG,FFF,GVA,CONFIRMED,XX
XX,06.07.2019,SAW,FFF,BCN,CONFIRMED,XX
XX,06.07.2019,BHX,FFF,BKK,CONFIRMED,XX
XX,14.11.2019,CPH,FFF,SEZ,CONFIRMED,XX
XX,06.07.2019,CEB,FFF,CJB,CONFIRMED,XX
XX,06.07.2019,BOM,FFF,LED,CONFIRMED,XX
XX,14.02.2020,GLA,FFF,OSL,CONFIRMED,XX
XX,06.07.2019,DUS,FFF,ABV,CONFIRMED,XX
XX,25.10.2019,NCE,FFF,DUB,CONFIRMED,XX
XX,06.07.2019,CGK,FFF,BSR,CONFIRMED,XX
XX,06.07.2019,DOH,FFF,GVA,CONFIRMED,XX
XX,06.07.2019,ATH,FFF,MUX,CONFIRMED,XX
XX,06.07.2019,EBB,FFF,GRU,CONFIRMED,XX
XX,06.07.2019,CAI,FFF,KAN,CONFIRMED,XX
XX,06.07.2019,PVG,FFF,MEX,CONFIRMED,XX
XX,06.07.2019,GLA,FFF,DXB,CONFIRMED,XX
XX,06.07.2019,PEW,FFF,ACC,CONFIRMED,XX
XX,14.02.2020,RUH,FFF,OSL,CONFIRMED,XX
XX,06.07.2019,ICN,FFF,ISB,CONFIRMED,XX
XX,06.07.2019,CCJ,FFF,DAR,CONFIRMED,XX
XX,06.07.2019,MCO,FFF,PER,CONFIRMED,XX
XX,20.03.2020,DFW,FFF,LED,CONFIRMED,XX
XX,06.07.2019,AMM,FFF,SHJ,CONFIRMED,XX
XX,12.12.2019,RUH,FFF,IAD,CONFIRMED,XX
XX,06.07.2019,CKY,FFF,ACC,CONFIRMED,XX
XX,14.11.2019,DAC,FFF,CHC,CONFIRMED,XX
XX,06.07.2019,SIN,FFF,GRU,CONFIRMED,XX
XX,06.07.2019,ADD,FFF,DOH,CONFIRMED,XX
XX,06.07.2019,LYS,FFF,JED,CONFIRMED,XX
XX,06.07.2019,PER,FFF,HEL,CONFIRMED,XX
XX,06.07.2019,MED,FFF,BLQ,CONFIRMED,XX
XX,06.07.2019,KWI,FFF,BEY,CONFIRMED,XX
XX,06.07.2019,BSR,FFF,LAD,CONFIRMED,XX
XX,12.12.2019,NCE,FFF,SYD,CONFIRMED,XX
XX,16.03.2020,JIB,FFF,MAD,CONFIRMED,XX
XX,16.01.2020,ATH,FFF,ZRH,CONFIRMED,XX
XX,06.07.2019,LUN,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,BLL,FFF,COK,CONFIRMED,XX
XX,06.07.2019,JIB,FFF,EWR,CONFIRMED,XX
XX,06.07.2019,LOS,FFF,KBP,CONFIRMED,XX
XX,06.07.2019,NGO,FFF,BCN,CONFIRMED,XX
XX,06.07.2019,LAD,FFF,BLQ,CONFIRMED,XX
XX,06.07.2019,SGN,FFF,CAN,CONFIRMED,XX
XX,06.07.2019,BLR,FFF,DWC,CONFIRMED,XX
XX,06.07.2019,PEK,FFF,BOS,CONFIRMED,XX
XX,06.07.2019,AMD,FFF,PVG,CONFIRMED,XX
XX,06.07.2019,ALG,FFF,LED,CONFIRMED,XX
XX,06.07.2019,DAR,FFF,CDG,CONFIRMED,XX
XX,06.07.2019,BCN,FFF,CPT,CONFIRMED,XX
XX,06.07.2019,NRT,FFF,ACC,CONFIRMED,XX
XX,06.07.2019,VIE,FFF,CAI,CONFIRMED,XX
XX,06.07.2019,EWR,FFF,DAR,CONFIRMED,XX
XX,06.07.2019,CJB,FFF,JIB,CONFIRMED,XX
XX,06.07.2019,MLE,FFF,BOM,CONFIRMED,XX
XX,06.07.2019,DUR,FFF,EDI,CONFIRMED,XX
XX,06.07.2019,LYS,FFF,HKG,CONFIRMED,XX
XX,06.07.2019,TPE,FFF,ABJ,CONFIRMED,XX
XX,06.07.2019,AGT,FFF,KBP,CONFIRMED,XX
XX,12.12.2019,DXB,FFF,SYD,CONFIRMED,XX
XX,06.07.2019,SEA,FFF,VIE,CONFIRMED,XX
XX,06.07.2019,BUD,FFF,IST,CONFIRMED,XX
XX,22.07.2019,BOS,FFF,CMN,CONFIRMED,XX
XX,06.07.2019,ZAG,FFF,HAN,CONFIRMED,XX
XX,06.07.2019,OPO,FFF,HKT,CONFIRMED,XX
XX,06.07.2019,EDI,FFF,BRU,CONFIRMED,XX
XX,06.07.2019,SFO,FFF,OUA,CONFIRMED,XX
XX,06.07.2019,ZAZ,FFF,CDG,CONFIRMED,XX
XX,06.07.2019,BKK,FFF,DMM,CONFIRMED,XX
XX,06.07.2019,MCO,FFF,KIX,CONFIRMED,XX
XX,20.03.2020,CKY,FFF,DFW,CONFIRMED,XX
XX,06.07.2019,CAI,FFF,MLE,CONFIRMED,XX
XX,06.07.2019,VIE,FFF,MUC,CONFIRMED,XX
XX,06.07.2019,LHE,FFF,EDI,CONFIRMED,XX
XX,28.07.2019,FRA,FFF,NCE,CONFIRMED,XX
XX,06.07.2019,HEL,FFF,ISB,CONFIRMED,XX
XX,06.07.2019,NGO,FFF,INC,CONFIRMED,XX
XX,14.11.2019,BSL,FFF,KRT,CONFIRMED,XX
XX,14.11.2019,LIS,FFF,CGP,CONFIRMED,XX
XX,14.02.2020,YYZ,FFF,OSL,CONFIRMED,XX
XX,06.07.2019,ZAG,FFF,CGO,CONFIRMED,XX
