airline,confirmedDate,destination,forwarderCode,origin,status,tenant
XX,14.11.2019,MRU,GGG,CPH,CONFIRMED,XX
XX,06.07.2019,FCO,GGG,MNL,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,GIG,CONFIRMED,XX
XX,06.07.2019,KWI,GGG,DAR,CONFIRMED,XX
XX,06.07.2019,MHD,GGG,BKK,CONFIRMED,XX
XX,06.07.2019,HND,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,KHI,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,ZAZ,GGG,EWR,CONFIRMED,XX
XX,06.07.2019,NRT,GGG,PVG,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,LGW,CONFIRMED,XX
XX,30.10.2019,KWI,GGG,ORD,CONFIRMED,XX
XX,06.07.2019,LHE,GGG,JNB,CONFIRMED,XX
XX,06.07.2019,PVG,GGG,LHR,CONFIRMED,XX
XX,06.07.2019,OUA,GGG,CJB,CONFIRMED,XX
XX,06.07.2019,STN,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,FLL,GGG,HYD,CONFIRMED,XX
XX,06.07.2019,LHE,GGG,NBO,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,AMD,CONFIRMED,XX
XX,06.07.2019,ADD,GGG,ISB,CONFIRMED,XX
XX,06.07.2019,MLA,GGG,NRT,CONFIRMED,XX
XX,06.07.2019,PEW,GGG,DUR,CONFIRMED,XX
XX,06.07.2019,HND,GGG,MED,CONFIRMED,XX
XX,06.07.2019,MNL,GGG,SFO,CONFIRMED,XX
XX,06.07.2019,CMB,GGG,HRE,CONFIRMED,XX
XX,06.07.2019,AMD,GGG,BOS,CONFIRMED,XX
XX,06.07.2019,LYS,GGG,ATL,CONFIRMED,XX
XX,06.07.2019,KAN,GGG,HND,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,HKT,CONFIRMED,XX
XX,06.07.2019,CEB,GGG,JFK,CONFIRMED,XX
XX,06.07.2019,PEW,GGG,TUN,CONFIRMED,XX
XX,06.07.2019,MUC,GGG,BSR,CONFIRMED,XX
XX,06.07.2019,MXP,GGG,VCP,CONFIRMED,XX
XX,06.07.2019,BLR,GGG,GLA,CONFIRMED,XX
XX,06.07.2019,MEX,GGG,IAH,CONFIRMED,XX
XX,06.07.2019,OPO,GGG,BSR,CONFIRMED,XX
XX,10.01.2020,GRZ,GGG,KRT,CONFIRMED,XX
XX,25.10.2019,JFK,GGG,FCO,CONFIRMED,XX
XX,06.07.2019,BKK,GGG,AUH,CONFIRMED,XX
XX,06.07.2019,SAW,GGG,CAN,CONFIRMED,XX
XX,06.07.2019,DXB,GGG,SEA,CONFIRMED,XX
XX,22.09.2019,AMS,GGG,LIS,CONFIRMED,XX
XX,06.07.2019,CEB,GGG,MED,CONFIRMED,XX
XX,06.07.2019,MED,GGG,NCE,CONFIRMED,XX
XX,06.07.2019,MRU,GGG,HKT,CONFIRMED,XX
XX,06.07.2019,LYS,GGG,MMX,CONFIRMED,XX
XX,06.07.2019,LOS,GGG,MCT,CONFIRMED,XX
XX,25.10.2019,CHC,GGG,DUB,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,JIB,CONFIRMED,XX
XX,06.07.2019,BEY,GGG,BKK,CONFIRMED,XX
XX,06.07.2019,HYD,GGG,TPE,CONFIRMED,XX
XX,06.07.2019,KHI,GGG,DPS,CONFIRMED,XX
XX,06.07.2019,BEY,GGG,BLR,CONFIRMED,XX
XX,06.07.2019,RGN,GGG,HKT,CONFIRMED,XX
XX,06.07.2019,CDG,GGG,VIE,CONFIRMED,XX
XX,30.10.2019,ORD,GGG,LLW,CONFIRMED,XX
XX,06.07.2019,UIO,GGG,LAD,CONFIRMED,XX
XX,06.07.2019,EDI,GGG,MHD,CONFIRMED,XX
XX,06.07.2019,SEZ,GGG,HKG,CONFIRMED,XX
XX,06.07.2019,MCT,GGG,NRT,CONFIRMED,XX
XX,20.03.2020,DFW,GGG,SEZ,CONFIRMED,XX
XX,06.07.2019,NGO,GGG,JNB,CONFIRMED,XX
XX,06.07.2019,HKG,GGG,DEL,CONFIRMED,XX
XX,14.11.2019,MCO,GGG,CGP,CONFIRMED,XX
XX,12.12.2019,CGP,GGG,RUH,CONFIRMED,XX
XX,14.11.2019,IAD,GGG,DAC,CONFIRMED,XX
XX,06.07.2019,EDI,GGG,ABV,CONFIRMED,XX
XX,06.07.2019,DMM,GGG,PER,CONFIRMED,XX
XX,10.01.2020,TUN,GGG,LNZ,CONFIRMED,XX
XX,06.07.2019,STN,GGG,WAW,CONFIRMED,XX
XX,06.07.2019,GRU,GGG,CRK,CONFIRMED,XX
XX,06.07.2019,SEA,GGG,KIX,CONFIRMED,XX
XX,06.07.2019,LHE,GGG,BEY,CONFIRMED,XX
XX,10.01.2020,BEY,GGG,LNZ,CONFIRMED,XX
XX,06.07.2019,SIN,GGG,VCP,CONFIRMED,XX
XX,06.07.2019,BNE,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,NBO,GGG,DOH,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,TRV,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,DPS,CONFIRMED,XX
XX,30.10.2019,ORD,GGG,ISB,CONFIRMED,XX
XX,10.01.2020,LNZ,GGG,MST,CONFIRMED,XX
XX,14.11.2019,PXX,GGG,CGP,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,MED,CONFIRMED,XX
XX,06.07.2019,AMM,GGG,BLR,CONFIRMED,XX
XX,06.07.2019,HKG,GGG,DAR,CONFIRMED,XX
XX,06.07.2019,CCU,GGG,JNB,CONFIRMED,XX
XX,06.07.2019,EZE,GGG,ZAG,CONFIRMED,XX
XX,06.07.2019,BRU,GGG,MLA,CONFIRMED,XX
XX,06.07.2019,LOS,GGG,SFO,CONFIRMED,XX
XX,06.07.2019,LGW,GGG,CAN,CONFIRMED,XX
XX,06.07.2019,ADL,GGG,VCE,CONFIRMED,XX
XX,16.03.2020,MMX,GGG,MAD,CONFIRMED,XX
XX,06.07.2019,JED,GGG,BEY,CONFIRMED,XX
XX,16.03.2020,MAD,GGG,BUD,CONFIRMED,XX
XX,06.07.2019,HND,GGG,ACC,CONFIRMED,XX
XX,06.07.2019,DPS,GGG,JIB,CONFIRMED,XX
XX,06.07.2019,BEY,GGG,MLA,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,MCO,CONFIRMED,XX
XX,06.07.2019,BNE,GGG,MNL,CONFIRMED,XX
XX,06.07.2019,MNL,GGG,WAW,CONFIRMED,XX
XX,10.01.2020,LED,GGG,GRZ,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,KBP,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,MAN,CONFIRMED,XX
XX,23.01.2020,DME,GGG,MLA,CONFIRMED,XX
XX,06.07.2019,HAM,GGG,IAH,CONFIRMED,XX
XX,06.07.2019,KWI,GGG,MRU,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,HND,CONFIRMED,XX
XX,06.07.2019,MUC,GGG,KWI,CONFIRMED,XX
XX,06.07.2019,SFO,GGG,MXP,CONFIRMED,XX
XX,14.11.2019,KRT,GGG,TPE,CONFIRMED,XX
XX,06.07.2019,BEY,GGG,TUN,CONFIRMED,XX
XX,06.07.2019,ABJ,GGG,DEL,CONFIRMED,XX
XX,23.01.2020,YYZ,GGG,DME,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,MED,CONFIRMED,XX
XX,06.07.2019,ADD,GGG,FLL,CONFIRMED,XX
XX,06.07.2019,MLE,GGG,LCA,CONFIRMED,XX
XX,06.07.2019,ATL,GGG,EDI,CONFIRMED,XX
XX,06.07.2019,FCO,GGG,CAN,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,DMM,CONFIRMED,XX
XX,14.11.2019,GLA,GGG,DAC,CONFIRMED,XX
XX,06.07.2019,DMM,GGG,TPE,CONFIRMED,XX
XX,28.07.2019,NBO,GGG,FRA,CONFIRMED,XX
XX,06.07.2019,ZAZ,GGG,ABJ,CONFIRMED,XX
XX,20.03.2020,ZRH,GGG,DFW,CONFIRMED,XX
XX,06.07.2019,AKL,GGG,ABJ,CONFIRMED,XX
XX,06.07.2019,DXB,GGG,GLA,CONFIRMED,XX
XX,06.07.2019,EBL,GGG,ABJ,CONFIRMED,XX
XX,06.07.2019,MMX,GGG,CKY,CONFIRMED,XX
XX,06.07.2019,SIN,GGG,NCE,CONFIRMED,XX
XX,06.07.2019,CMB,GGG,DUR,CONFIRMED,XX
XX,14.11.2019,MUC,GGG,KRT,CONFIRMED,XX
XX,06.07.2019,ABV,GGG,DMM,CONFIRMED,XX
XX,06.07.2019,BOM,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,KWI,GGG,JNB,CONFIRMED,XX
XX,06.07.2019,IAD,GGG,BGW,CONFIRMED,XX
XX,06.07.2019,TRV,GGG,AGT,CONFIRMED,XX
XX,06.07.2019,DMM,GGG,MCT,CONFIRMED,XX
XX,06.07.2019,DUR,GGG,LGW,CONFIRMED,XX
XX,06.07.2019,SGN,GGG,CJB,CONFIRMED,XX
XX,06.07.2019,COK,GGG,JFK,CONFIRMED,XX
XX,14.11.2019,MLE,GGG,CGP,CONFIRMED,XX
XX,06.07.2019,CDG,GGG,AMD,CONFIRMED,XX
XX,06.07.2019,FLL,GGG,CCU,CONFIRMED,XX
XX,06.07.2019,MED,GGG,ARN,CONFIRMED,XX
XX,06.07.2019,LAD,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,FCO,GGG,TPE,CONFIRMED,XX
XX,07.07.2019,MNL,GGG,GOT,CONFIRMED,XX
XX,06.07.2019,DPS,GGG,FCO,CONFIRMED,XX
XX,06.07.2019,MLE,GGG,ATH,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,DAR,CONFIRMED,XX
XX,06.07.2019,GVA,GGG,CGO,CONFIRMED,XX
XX,06.07.2019,KUL,GGG,SIN,CONFIRMED,XX
XX,06.07.2019,OPO,GGG,ACC,CONFIRMED,XX
XX,06.07.2019,ARN,GGG,BRU,CONFIRMED,XX
XX,14.11.2019,CGP,GGG,YYZ,CONFIRMED,XX
XX,06.07.2019,ADD,GGG,JNB,CONFIRMED,XX
XX,06.07.2019,CCJ,GGG,AGT,CONFIRMED,XX
XX,06.07.2019,LHR,GGG,ZAG,CONFIRMED,XX
XX,06.07.2019,ABJ,GGG,PRG,CONFIRMED,XX
XX,06.07.2019,BCN,GGG,MAN,CONFIRMED,XX
XX,06.07.2019,MXP,GGG,MUC,CONFIRMED,XX
XX,22.09.2019,AMS,GGG,LCK,CONFIRMED,XX
XX,06.07.2019,CHC,GGG,SEA,CONFIRMED,XX
XX,06.07.2019,BRU,GGG,GVA,CONFIRMED,XX
XX,06.07.2019,LOS,GGG,HAM,CONFIRMED,XX
XX,06.07.2019,MUX,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,VCP,GGG,DMM,CONFIRMED,XX
XX,06.07.2019,TPE,GGG,MMX,CONFIRMED,XX
XX,06.07.2019,BCN,GGG,NBO,CONFIRMED,XX
XX,04.03.2020,PEN,GGG,DXB,CONFIRMED,XX
XX,06.07.2019,CMB,GGG,ATH,CONFIRMED,XX
XX,06.07.2019,RGN,GGG,EZE,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,INC,CONFIRMED,XX
XX,06.07.2019,DAR,GGG,RGN,CONFIRMED,XX
XX,06.07.2019,MHD,GGG,DUR,CONFIRMED,XX
XX,06.07.2019,HKG,GGG,PXX,CONFIRMED,XX
XX,07.07.2019,GOT,GGG,MST,CONFIRMED,XX
XX,10.01.2020,GRZ,GGG,INC,CONFIRMED,XX
XX,22.09.2019,JIB,GGG,AMS,CONFIRMED,XX
XX,06.07.2019,NCL,GGG,UIO,CONFIRMED,XX
XX,06.07.2019,BUD,GGG,EDI,CONFIRMED,XX
XX,12.12.2019,ABV,GGG,SYD,CONFIRMED,XX
XX,06.07.2019,LUN,GGG,DSS,CONFIRMED,XX
XX,06.07.2019,LAD,GGG,COK,CONFIRMED,XX
XX,06.07.2019,IKA,GGG,HYD,CONFIRMED,XX
XX,22.07.2019,CMN,GGG,AMD,CONFIRMED,XX
XX,06.07.2019,LLW,GGG,MED,CONFIRMED,XX
XX,06.07.2019,NRT,GGG,BSR,CONFIRMED,XX
XX,06.07.2019,BRU,GGG,CGK,CONFIRMED,XX
XX,06.07.2019,VCP,GGG,PER,CONFIRMED,XX
XX,06.07.2019,CHC,GGG,ZAG,CONFIRMED,XX
XX,06.07.2019,LLW,GGG,MLE,CONFIRMED,XX
XX,06.07.2019,BHX,GGG,ZAG,CONFIRMED,XX
XX,23.01.2020,DME,GGG,DXB,CONFIRMED,XX
XX,06.07.2019,SGN,GGG,CAI,CONFIRMED,XX
XX,06.07.2019,MUX,GGG,MMX,CONFIRMED,XX
XX,06.07.2019,IAD,GGG,SHJ,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,BLQ,CONFIRMED,XX
XX,16.01.2020,ZRH,GGG,CJB,CONFIRMED,XX
XX,06.07.2019,LHE,GGG,HRE,CONFIRMED,XX
XX,06.07.2019,MST,GGG,DAR,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,GLA,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,IAH,CONFIRMED,XX
XX,06.07.2019,AMM,GGG,SEZ,CONFIRMED,XX
XX,06.07.2019,STN,GGG,PVG,CONFIRMED,XX
XX,06.07.2019,NCE,GGG,MNL,CONFIRMED,XX
XX,16.01.2020,UIO,GGG,ZRH,CONFIRMED,XX
XX,06.07.2019,NRT,GGG,ZAG,CONFIRMED,XX
XX,06.07.2019,MED,GGG,ATL,CONFIRMED,XX
XX,06.07.2019,LOS,GGG,JIB,CONFIRMED,XX
XX,06.07.2019,IST,GGG,DXB,CONFIRMED,XX
XX,22.09.2019,ABV,GGG,AMS,CONFIRMED,XX
XX,06.07.2019,KBP,GGG,MAN,CONFIRMED,XX
XX,06.07.2019,PXX,GGG,SAW,CONFIRMED,XX
XX,06.07.2019,GIG,GGG,PXX,CONFIRMED,XX
XX,06.07.2019,PEW,GGG,ADL,CONFIRMED,XX
XX,06.07.2019,SGN,GGG,EBL,CONFIRMED,XX
XX,06.07.2019,LLW,GGG,MCT,CONFIRMED,XX
XX,06.07.2019,AMD,GGG,KUL,CONFIRMED,XX
XX,25.10.2019,DUB,GGG,UIO,CONFIRMED,XX
XX,06.07.2019,VCE,GGG,ZAZ,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,KWI,CONFIRMED,XX
XX,14.11.2019,CPH,GGG,NRT,CONFIRMED,XX
XX,22.07.2019,MAA,GGG,CMN,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,MRU,CONFIRMED,XX
XX,06.07.2019,ICN,GGG,LGW,CONFIRMED,XX
XX,06.07.2019,MHD,GGG,KUL,CONFIRMED,XX
XX,06.03.2020,BAH,GGG,SKT,CONFIRMED,XX
XX,06.07.2019,WAW,GGG,MUX,CONFIRMED,XX
XX,06.07.2019,BKK,GGG,DUS,CONFIRMED,XX
XX,16.01.2020,ZRH,GGG,JED,CONFIRMED,XX
XX,14.02.2020,OSL,GGG,CCU,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,KHI,CONFIRMED,XX
XX,06.07.2019,AKL,GGG,ATL,CONFIRMED,XX
XX,06.07.2019,EDI,GGG,MCO,CONFIRMED,XX
XX,06.07.2019,CAN,GGG,BSR,CONFIRMED,XX
XX,06.07.2019,CRK,GGG,MEX,CONFIRMED,XX
XX,06.07.2019,BHX,GGG,GIG,CONFIRMED,XX
XX,06.07.2019,JED,GGG,CHC,CONFIRMED,XX
XX,06.07.2019,KUL,GGG,MLE,CONFIRMED,XX
XX,04.03.2020,KIX,GGG,PEN,CONFIRMED,XX
XX,06.07.2019,KUL,GGG,ADL,CONFIRMED,XX
XX,06.07.2019,AMM,GGG,SAW,CONFIRMED,XX
XX,10.01.2020,ORD,GGG,LNZ,CONFIRMED,XX
XX,14.11.2019,CCJ,GGG,KRT,CONFIRMED,XX
XX,06.07.2019,BKK,GGG,IAH,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,BCN,CONFIRMED,XX
XX,23.01.2020,BLQ,GGG,DME,CONFIRMED,XX
XX,16.03.2020,KAN,GGG,MAD,CONFIRMED,XX
XX,06.07.2019,JIB,GGG,MCO,CONFIRMED,XX
XX,06.07.2019,HAM,GGG,HEL,CONFIRMED,XX
XX,25.10.2019,JFK,GGG,NCE,CONFIRMED,XX
XX,04.03.2020,PEN,GGG,ORD,CONFIRMED,XX
XX,06.07.2019,KAN,GGG,CGO,CONFIRMED,XX
XX,14.11.2019,KRT,GGG,MHD,CONFIRMED,XX
XX,14.11.2019,CGP,GGG,CAI,CONFIRMED,XX
XX,06.07.2019,WAW,GGG,LHE,CONFIRMED,XX
XX,06.07.2019,NCE,GGG,LCK,CONFIRMED,XX
XX,06.07.2019,JED,GGG,HYD,CONFIRMED,XX
XX,06.07.2019,EDI,GGG,RGN,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,ISB,CONFIRMED,XX
XX,20.03.2020,MAD,GGG,DFW,CONFIRMED,XX
XX,29.07.2019,ZAZ,GGG,MEL,CONFIRMED,XX
XX,06.07.2019,ABV,GGG,SEZ,CONFIRMED,XX
XX,06.07.2019,DSS,GGG,BOM,CONFIRMED,XX
XX,14.11.2019,KRT,GGG,AMD,CONFIRMED,XX
XX,06.07.2019,UIO,GGG,KIX,CONFIRMED,XX
XX,06.07.2019,DAR,GGG,MAN,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,CKY,GGG,ZAG,CONFIRMED,XX
XX,06.07.2019,LUN,GGG,EZE,CONFIRMED,XX
XX,16.01.2020,ZRH,GGG,DUS,CONFIRMED,XX
XX,06.07.2019,MLE,GGG,ARN,CONFIRMED,XX
XX,14.02.2020,OSL,GGG,GVA,CONFIRMED,XX
XX,06.07.2019,EWR,GGG,KBP,CONFIRMED,XX
XX,06.07.2019,HAM,GGG,JED,CONFIRMED,XX
XX,06.07.2019,AMM,GGG,MLA,CONFIRMED,XX
XX,14.11.2019,CPH,GGG,CEB,CONFIRMED,XX
XX,06.07.2019,ALG,GGG,ATL,CONFIRMED,XX
XX,06.07.2019,ZAG,GGG,COK,CONFIRMED,XX
XX,06.07.2019,SHJ,GGG,INC,CONFIRMED,XX
XX,06.07.2019,JNB,GGG,BOS,CONFIRMED,XX
XX,06.07.2019,MHD,GGG,JED,CONFIRMED,XX
XX,06.07.2019,LIS,GGG,SCL,CONFIRMED,XX
XX,06.07.2019,BOM,GGG,ADL,CONFIRMED,XX
XX,30.10.2019,ORD,GGG,CDG,CONFIRMED,XX
XX,06.07.2019,CHC,GGG,AMD,CONFIRMED,XX
XX,06.07.2019,BLQ,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,CDG,GGG,CAI,CONFIRMED,XX
XX,25.02.2020,SZG,GGG,GRU,CONFIRMED,XX
XX,06.07.2019,LYS,GGG,CKY,CONFIRMED,XX
XX,06.07.2019,HAN,GGG,DMM,CONFIRMED,XX
XX,06.07.2019,MCT,GGG,BLL,CONFIRMED,XX
XX,07.07.2019,MUX,GGG,GOT,CONFIRMED,XX
XX,06.07.2019,CKY,GGG,RGN,CONFIRMED,XX
XX,14.11.2019,AMM,GGG,CPH,CONFIRMED,XX
XX,06.07.2019,MMX,GGG,COK,CONFIRMED,XX
XX,25.02.2020,SZG,GGG,FCO,CONFIRMED,XX
XX,14.11.2019,CPH,GGG,ABV,CONFIRMED,XX
XX,04.03.2020,YYZ,GGG,PEN,CONFIRMED,XX
XX,25.10.2019,DUB,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,DMM,GGG,BLL,CONFIRMED,XX
XX,22.09.2019,AMS,GGG,MXP,CONFIRMED,XX
XX,06.07.2019,NCL,GGG,BSR,CONFIRMED,XX
XX,06.07.2019,MST,GGG,ATH,CONFIRMED,XX
XX,06.07.2019,LUN,GGG,LGW,CONFIRMED,XX
XX,29.07.2019,CMN,GGG,MEL,CONFIRMED,XX
XX,06.07.2019,NCL,GGG,BLL,CONFIRMED,XX
XX,06.07.2019,LHR,GGG,OUA,CONFIRMED,XX
XX,23.01.2020,DME,GGG,ORD,CONFIRMED,XX
XX,29.07.2019,LGW,GGG,MEL,CONFIRMED,XX
XX,06.07.2019,SGN,GGG,LAX,CONFIRMED,XX
XX,06.07.2019,KBP,GGG,HKG,CONFIRMED,XX
XX,06.07.2019,EDI,GGG,SEA,CONFIRMED,XX
XX,06.07.2019,ALG,GGG,DUS,CONFIRMED,XX
XX,14.11.2019,STN,GGG,KRT,CONFIRMED,XX
XX,12.12.2019,KRT,GGG,SYD,CONFIRMED,XX
XX,06.07.2019,CRK,GGG,SCL,CONFIRMED,XX
XX,06.07.2019,RGN,GGG,VIE,CONFIRMED,XX
XX,12.12.2019,SYD,GGG,MCO,CONFIRMED,XX
XX,06.07.2019,HKT,GGG,DXB,CONFIRMED,XX
XX,06.07.2019,SAW,GGG,AMM,CONFIRMED,XX
XX,06.07.2019,BSL,GGG,HKG,CONFIRMED,XX
XX,06.07.2019,KWI,GGG,EZE,CONFIRMED,XX
XX,16.03.2020,MAD,GGG,CGK,CONFIRMED,XX
XX,06.07.2019,ISB,GGG,HRE,CONFIRMED,XX
XX,06.03.2020,NBO,GGG,BAH,CONFIRMED,XX
XX,06.07.2019,BNE,GGG,AMM,CONFIRMED,XX
XX,06.07.2019,CCU,GGG,MLA,CONFIRMED,XX
XX,06.07.2019,MUX,GGG,BLR,CONFIRMED,XX
XX,06.07.2019,ZAZ,GGG,LOS,CONFIRMED,XX
XX,06.07.2019,KIX,GGG,LOS,CONFIRMED,XX
XX,06.07.2019,LCK,GGG,BHX,CONFIRMED,XX
XX,25.02.2020,JIB,GGG,SZG,CONFIRMED,XX
XX,06.07.2019,CKY,GGG,VIE,CONFIRMED,XX
XX,14.11.2019,DAC,GGG,NRT,CONFIRMED,XX
XX,06.07.2019,HRE,GGG,LCK,CONFIRMED,XX
XX,06.07.2019,MAA,GGG,PER,CONFIRMED,XX
XX,06.07.2019,HKT,GGG,JIB,CONFIRMED,XX
XX,06.07.2019,TPE,GGG,BSR,CONFIRMED,XX
XX,06.07.2019,SKT,GGG,MUC,CONFIRMED,XX
XX,16.01.2020,BHX,GGG,ZRH,CONFIRMED,XX
XX,06.07.2019,STN,GGG,LCA,CONFIRMED,XX
XX,06.07.2019,BOS,GGG,ISB,CONFIRMED,XX
XX,06.07.2019,CCJ,GGG,ATL,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,STN,CONFIRMED,XX
XX,06.07.2019,BLR,GGG,MUC,CONFIRMED,XX
XX,06.07.2019,CDG,GGG,CCU,CONFIRMED,XX
XX,06.07.2019,GIG,GGG,ABJ,CONFIRMED,XX
XX,06.07.2019,LYS,GGG,NGO,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,MLA,CONFIRMED,XX
XX,25.10.2019,YYZ,GGG,BCN,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,ACC,CONFIRMED,XX
XX,06.07.2019,DWC,GGG,KWI,CONFIRMED,XX
XX,14.11.2019,CEB,GGG,KRT,CONFIRMED,XX
XX,06.07.2019,PEW,GGG,CAI,CONFIRMED,XX
XX,06.07.2019,CKY,GGG,BNE,CONFIRMED,XX
XX,06.07.2019,CGK,GGG,DXB,CONFIRMED,XX
XX,06.07.2019,VIE,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,SGN,GGG,BKK,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,DPS,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,ABV,CONFIRMED,XX
XX,10.01.2020,TRV,GGG,LNZ,CONFIRMED,XX
XX,06.07.2019,ATH,GGG,SAW,CONFIRMED,XX
XX,06.07.2019,INC,GGG,LLW,CONFIRMED,XX
XX,06.07.2019,VCE,GGG,KUL,CONFIRMED,XX
XX,06.07.2019,DUR,GGG,ICN,CONFIRMED,XX
XX,06.07.2019,MUC,GGG,FLL,CONFIRMED,XX
XX,12.12.2019,HRE,GGG,RUH,CONFIRMED,XX
XX,06.07.2019,RGN,GGG,MMX,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,ADL,CONFIRMED,XX
XX,06.07.2019,INC,GGG,ATH,CONFIRMED,XX
XX,25.10.2019,DUB,GGG,DEL,CONFIRMED,XX
XX,06.07.2019,ADL,GGG,UIO,CONFIRMED,XX
XX,06.07.2019,BSR,GGG,CGO,CONFIRMED,XX
XX,06.07.2019,DOH,GGG,LHR,CONFIRMED,XX
XX,06.07.2019,ADL,GGG,HKG,CONFIRMED,XX
XX,23.01.2020,DME,GGG,ADD,CONFIRMED,XX
XX,06.07.2019,BLQ,GGG,PNH,CONFIRMED,XX
XX,06.07.2019,AMD,GGG,CEB,CONFIRMED,XX
XX,06.07.2019,CAI,GGG,SAW,CONFIRMED,XX
XX,06.07.2019,DXB,GGG,ISB,CONFIRMED,XX
XX,06.07.2019,NCL,GGG,DAR,CONFIRMED,XX
XX,06.07.2019,LAX,GGG,UIO,CONFIRMED,XX
XX,14.11.2019,PRG,GGG,CPH,CONFIRMED,XX
XX,06.07.2019,LGW,GGG,BGW,CONFIRMED,XX
XX,06.07.2019,MMX,GGG,EZE,CONFIRMED,XX
XX,06.07.2019,LUN,GGG,HKT,CONFIRMED,XX
XX,06.07.2019,OPO,GGG,BLQ,CONFIRMED,XX
XX,06.07.2019,LUN,GGG,PEW,CONFIRMED,XX
XX,06.07.2019,MXP,GGG,RGN,CONFIRMED,XX
XX,06.07.2019,MED,GGG,LOS,CONFIRMED,XX
XX,25.02.2020,ZAG,GGG,SZG,CONFIRMED,XX
XX,12.12.2019,NCL,GGG,SYD,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,BGW,CONFIRMED,XX
XX,06.07.2019,CGO,GGG,SEZ,CONFIRMED,XX
XX,06.07.2019,DSS,GGG,HAM,CONFIRMED,XX
XX,06.07.2019,DEL,GGG,IKA,CONFIRMED,XX
XX,06.07.2019,DPS,GGG,ACC,CONFIRMED,XX
XX,06.07.2019,CCJ,GGG,ABJ,CONFIRMED,XX
XX,30.10.2019,ORD,GGG,LCA,CONFIRMED,XX
XX,07.07.2019,NBO,GGG,GOT,CONFIRMED,XX
XX,10.01.2020,LCA,GGG,GRZ,CONFIRMED,XX
XX,06.07.2019,DOH,GGG,NCL,CONFIRMED,XX
XX,06.07.2019,IKA,GGG,MCO,CONFIRMED,XX
XX,06.07.2019,DUS,GGG,AGT,CONFIRMED,XX
XX,06.07.2019,HYD,GGG,AUH,CONFIRMED,XX
XX,14.11.2019,DAC,GGG,MUX,CONFIRMED,XX
XX,06.07.2019,BHX,GGG,GRU,CONFIRMED,XX
XX,12.12.2019,EDI,GGG,SYD,CONFIRMED,XX
XX,06.07.2019,GLA,GGG,SFO,CONFIRMED,XX
XX,06.07.2019,NRT,GGG,SIN,CONFIRMED,XX
XX,06.07.2019,KIX,GGG,KUL,CONFIRMED,XX
XX,06.07.2019,ICN,GGG,CGK,CONFIRMED,XX
XX,06.07.2019,ISB,GGG,ARN,CONFIRMED,XX
XX,06.07.2019,DOH,GGG,BRU,CONFIRMED,XX
XX,06.07.2019,MAA,GGG,KAN,CONFIRMED,XX
XX,06.07.2019,EZE,GGG,EBB,CONFIRMED,XX
XX,06.07.2019,PNH,GGG,CHC,CONFIRMED,XX
XX,06.03.2020,CJB,GGG,BAH,CONFIRMED,XX
XX,06.07.2019,CPT,GGG,IKA,CONFIRMED,XX
XX,06.07.2019,IAH,GGG,SCL,CONFIRMED,XX
XX,06.07.2019,DOH,GGG,GRU,CONFIRMED,XX
